Temperaturee (°C),Heat flow (W/g)
21.56,239.72,-0.265362732
21.56,239.74,-0.265374481
21.56,239.76,-0.265387085
21.56,239.78,-0.26539859
21.57,239.79,-0.265410553
21.57,239.81,-0.265420898
21.57,239.82,-0.26543158
21.57,239.84,-0.265442474
21.57,239.86,-0.265453003
21.57,239.87,-0.265462616
21.58,239.89,-0.265471832
21.58,239.91,-0.265481567
21.58,239.93,-0.265490173
21.58,239.94,-0.265500153
21.58,239.96,-0.265510315
21.58,239.97,-0.265521149
21.58,239.99,-0.265531036
21.59,240.01,-0.265540497
21.59,240.02,-0.265549896
21.59,240.04,-0.265559906
21.59,240.06,-0.265569733
21.59,240.07,-0.265579315
21.59,240.09,-0.265589081
21.6,240.11,-0.265598145
21.6,240.13,-0.2656073
21.6,240.14,-0.265617615
21.6,240.16,-0.265627655
21.6,240.17,-0.265637299
21.61,240.19,-0.265647675
21.61,240.21,-0.265657776
21.61,240.22,-0.26566864
21.61,240.24,-0.265679596
21.61,240.26,-0.265689667
21.61,240.27,-0.265700317
21.62,240.29,-0.265710815
21.62,240.31,-0.265721344
21.62,240.32,-0.265730804
21.62,240.34,-0.265740753
21.62,240.36,-0.265751404
21.62,240.37,-0.265762817
21.63,240.39,-0.265774139
21.63,240.41,-0.26578421
21.63,240.43,-0.265793976
21.63,240.44,-0.265803528
21.63,240.46,-0.265814209
21.63,240.47,-0.265822662
21.63,240.49,-0.265832398
21.64,240.51,-0.265840881
21.64,240.52,-0.26585083
21.64,240.54,-0.265861145
21.64,240.56,-0.265872467
21.64,240.58,-0.265884186
21.64,240.59,-0.265895752
21.65,240.61,-0.265907257
21.65,240.62,-0.265917633
21.65,240.64,-0.265928497
21.65,240.66,-0.265938232
21.65,240.67,-0.265947937
21.66,240.69,-0.265958283
21.66,240.71,-0.265967194
21.66,240.73,-0.265977753
21.66,240.74,-0.265987579
21.66,240.76,-0.265998474
21.66,240.77,-0.266009308
21.67,240.79,-0.266020844
21.67,240.81,-0.266032593
21.67,240.82,-0.266044006
21.67,240.84,-0.266055817
21.67,240.86,-0.266067871
21.67,240.88,-0.266079926
21.68,240.89,-0.266090881
21.68,240.91,-0.266102478
21.68,240.92,-0.266113434
21.68,240.94,-0.266124481
21.68,240.96,-0.266134766
21.68,240.97,-0.266145416
21.68,240.99,-0.266155701
21.69,241.01,-0.266166504
21.69,241.02,-0.266177002
21.69,241.04,-0.266187439
21.69,241.06,-0.266197907
21.69,241.07,-0.266207336
21.69,241.09,-0.26621637
21.7,241.11,-0.266226135
21.7,241.12,-0.266236389
21.7,241.14,-0.266247467
21.7,241.16,-0.266258759
21.7,241.17,-0.266268402
21.71,241.19,-0.266279816
21.71,241.21,-0.266291626
21.71,241.22,-0.266303192
21.71,241.24,-0.266313721
21.71,241.26,-0.266323853
21.71,241.27,-0.266333008
21.72,241.29,-0.266342987
21.72,241.31,-0.26635318
21.72,241.32,-0.266364746
21.72,241.34,-0.266376465
21.72,241.36,-0.266388123
21.72,241.37,-0.266400757
21.73,241.39,-0.26641394
21.73,241.41,-0.266425201
21.73,241.43,-0.266436005
21.73,241.44,-0.266446472
21.73,241.46,-0.266456421
21.73,241.47,-0.266466095
21.73,241.49,-0.266474182
21.74,241.51,-0.266483154
21.74,241.52,-0.26649292
21.74,241.54,-0.266504425
21.74,241.56,-0.266516296
21.74,241.57,-0.266527954
21.74,241.59,-0.266540466
21.75,241.61,-0.266553101
21.75,241.62,-0.266566467
21.75,241.64,-0.266579041
21.75,241.66,-0.266591583
21.75,241.68,-0.266603119
21.76,241.69,-0.26661499
21.76,241.71,-0.266627014
21.76,241.73,-0.266638153
21.76,241.74,-0.266649323
21.76,241.76,-0.266659943
21.76,241.78,-0.266670807
21.77,241.79,-0.266681885
21.77,241.81,-0.266694061
21.77,241.83,-0.266705505
21.77,241.84,-0.266717957
21.77,241.86,-0.266730164
21.77,241.87,-0.266742127
21.78,241.89,-0.266754486
21.78,241.91,-0.266766632
21.78,241.92,-0.266778473
21.78,241.94,-0.266789673
21.78,241.96,-0.266801422
21.78,241.97,-0.266812561
21.78,241.99,-0.266823212
21.79,242.01,-0.266833496
21.79,242.02,-0.266844666
21.79,242.04,-0.266855286
21.79,242.06,-0.266866364
21.79,242.08,-0.266877441
21.79,242.09,-0.266888611
21.8,242.11,-0.266901581
21.8,242.13,-0.266914124
21.8,242.14,-0.266927368
21.8,242.16,-0.266940399
21.8,242.18,-0.26695401
21.81,242.19,-0.266967011
21.81,242.21,-0.266978943
21.81,242.22,-0.26698996
21.81,242.24,-0.266999451
21.81,242.26,-0.267009766
21.81,242.28,-0.267019959
21.82,242.29,-0.267029602
21.82,242.31,-0.267039124
21.82,242.33,-0.267048462
21.82,242.34,-0.267058533
21.82,242.36,-0.267068634
21.82,242.37,-0.267079193
21.83,242.39,-0.267092194
21.83,242.41,-0.267104736
21.83,242.42,-0.267116821
21.83,242.44,-0.26712915
21.83,242.46,-0.267140106
21.83,242.48,-0.267152649
21.83,242.49,-0.267164642
21.84,242.51,-0.267176666
21.84,242.52,-0.267188843
21.84,242.54,-0.267200501
21.84,242.56,-0.267212555
21.84,242.58,-0.267224426
21.84,242.59,-0.267236237
21.85,242.61,-0.267248535
21.85,242.63,-0.267259888
21.85,242.64,-0.267270783
21.85,242.66,-0.267281433
21.85,242.67,-0.267292297
21.86,242.69,-0.267303284
21.86,242.71,-0.267313294
21.86,242.73,-0.267322968
21.86,242.74,-0.267332062
21.86,242.76,-0.267341522
21.86,242.77,-0.267351685
21.87,242.79,-0.267362671
21.87,242.81,-0.267373657
21.87,242.83,-0.267384308
21.87,242.84,-0.267395844
21.87,242.86,-0.267407654
21.87,242.88,-0.267419159
21.88,242.89,-0.267430298
21.88,242.91,-0.267439514
21.88,242.93,-0.267450317
21.88,242.94,-0.267461487
21.88,242.96,-0.267472992
21.88,242.98,-0.267484558
21.88,242.99,-0.267495117
21.89,243.01,-0.267506287
21.89,243.03,-0.267517395
21.89,243.04,-0.267529663
21.89,243.06,-0.267541687
21.89,243.08,-0.267553803
21.89,243.09,-0.267563995
21.9,243.11,-0.26757544
21.9,243.13,-0.267586823
21.9,243.14,-0.26759848
21.9,243.16,-0.267609619
21.9,243.17,-0.267620575
21.91,243.19,-0.267631683
21.91,243.21,-0.267642181
21.91,243.23,-0.267653473
21.91,243.24,-0.267665466
21.91,243.26,-0.267676361
21.91,243.28,-0.267687317
21.92,243.29,-0.26769751
21.92,243.31,-0.267707825
21.92,243.33,-0.267718506
21.92,243.34,-0.267729584
21.92,243.36,-0.267741242
21.92,243.38,-0.267752258
21.93,243.39,-0.267763611
21.93,243.41,-0.2677742
21.93,243.43,-0.267784088
21.93,243.44,-0.267793427
21.93,243.46,-0.267804108
21.93,243.48,-0.267815674
21.93,243.49,-0.26782721
21.94,243.51,-0.267839111
21.94,243.53,-0.267851044
21.94,243.54,-0.267863861
21.94,243.56,-0.267877045
21.94,243.58,-0.267891541
21.94,243.59,-0.267905335
21.95,243.61,-0.267917084
21.95,243.63,-0.267928742
21.95,243.64,-0.26793924
21.95,243.66,-0.267949341
21.95,243.68,-0.26795874
21.96,243.69,-0.267967377
21.96,243.71,-0.267976227
21.96,243.72,-0.26798523
21.96,243.74,-0.267995606
21.96,243.76,-0.268006897
21.96,243.77,-0.268017883
21.97,243.79,-0.268029511
21.97,243.81,-0.268041657
21.97,243.82,-0.268053833
21.97,243.84,-0.268064819
21.97,243.86,-0.268075226
21.97,243.88,-0.268086029
21.98,243.89,-0.268097107
21.98,243.91,-0.26810846
21.98,243.93,-0.268120758
21.98,243.94,-0.268133362
21.98,243.96,-0.268146332
21.98,243.98,-0.268160126
21.98,243.99,-0.268172699
21.99,244.01,-0.268185242
21.99,244.03,-0.268197632
21.99,244.04,-0.268209229
21.99,244.06,-0.2682211
21.99,244.07,-0.268232941
21.99,244.09,-0.268245148
22,244.11,-0.268257385
22,244.13,-0.26826886
22,244.14,-0.268280365
22,244.16,-0.268292053
22,244.18,-0.268304413
22.01,244.19,-0.268315369
22.01,244.21,-0.268325623
22.01,244.23,-0.268336365
22.01,244.24,-0.268347717
22.01,244.26,-0.268359039
22.01,244.28,-0.268370667
22.02,244.29,-0.268382721
22.02,244.31,-0.268395142
22.02,244.33,-0.268406097
22.02,244.34,-0.268416626
22.02,244.36,-0.268426636
22.02,244.38,-0.268436005
22.03,244.39,-0.26844519
22.03,244.41,-0.268453674
22.03,244.42,-0.268464661
22.03,244.44,-0.268476349
22.03,244.46,-0.268488098
22.03,244.48,-0.268499664
22.03,244.49,-0.26851059
22.04,244.51,-0.268522156
22.04,244.52,-0.26853302
22.04,244.54,-0.268543732
22.04,244.56,-0.268554077
22.04,244.57,-0.268564819
22.04,244.59,-0.268575592
22.05,244.61,-0.268586151
22.05,244.62,-0.2685961
22.05,244.64,-0.268605957
22.05,244.66,-0.268615906
22.05,244.67,-0.26862619
22.06,244.69,-0.268637421
22.06,244.71,-0.268649262
22.06,244.73,-0.268660614
22.06,244.74,-0.268672058
22.06,244.76,-0.268685791
22.06,244.77,-0.268699158
22.07,244.79,-0.268711639
22.07,244.81,-0.268723175
22.07,244.82,-0.268734161
22.07,244.84,-0.268744354
22.07,244.86,-0.268754913
22.07,244.87,-0.268764801
22.08,244.89,-0.268774109
22.08,244.91,-0.268782623
22.08,244.92,-0.268792603
22.08,244.94,-0.268802429
22.08,244.96,-0.268812653
22.08,244.97,-0.268823517
22.08,244.99,-0.268834869
22.09,245.01,-0.268847534
22.09,245.03,-0.268859497
22.09,245.04,-0.268871796
22.09,245.06,-0.268883545
22.09,245.07,-0.268895355
22.09,245.09,-0.268907593
22.1,245.11,-0.268920319
22.1,245.13,-0.26893338
22.1,245.14,-0.268945648
22.1,245.16,-0.268957062
22.1,245.17,-0.26896875
22.11,245.19,-0.268980255
22.11,245.21,-0.268992035
22.11,245.23,-0.269003326
22.11,245.24,-0.269014862
22.11,245.26,-0.269025513
22.11,245.27,-0.269037903
22.12,245.29,-0.269051178
22.12,245.31,-0.269063538
22.12,245.32,-0.269076263
22.12,245.34,-0.269089233
22.12,245.36,-0.2691026
22.12,245.38,-0.269115265
22.13,245.39,-0.26912796
22.13,245.41,-0.269140076
22.13,245.42,-0.269152252
22.13,245.44,-0.269164673
22.13,245.46,-0.269177216
22.13,245.47,-0.269189056
22.13,245.49,-0.26920044
22.14,245.51,-0.269210907
22.14,245.52,-0.269220886
22.14,245.54,-0.269230164
22.14,245.56,-0.26923941
22.14,245.57,-0.269248901
22.14,245.59,-0.269259003
22.15,245.61,-0.269269165
22.15,245.63,-0.269278534
22.15,245.64,-0.269289215
22.15,245.66,-0.269301148
22.15,245.67,-0.269313721
22.16,245.69,-0.269326233
22.16,245.71,-0.269338379
22.16,245.72,-0.269350555
22.16,245.74,-0.26936264
22.16,245.76,-0.269375153
22.16,245.77,-0.269388825
22.17,245.79,-0.269401947
22.17,245.81,-0.269414368
22.17,245.82,-0.269427795
22.17,245.84,-0.269442505
22.17,245.86,-0.269456146
22.17,245.87,-0.269468231
22.18,245.89,-0.269480866
22.18,245.91,-0.269493317
22.18,245.92,-0.269505707
22.18,245.94,-0.269517365
22.18,245.96,-0.269528656
22.18,245.97,-0.269539276
22.18,245.99,-0.269549469
22.19,246.01,-0.269558929
22.19,246.02,-0.269569824
22.19,246.04,-0.269580078
22.19,246.06,-0.269589417
22.19,246.07,-0.269599609
22.19,246.09,-0.269611755
22.2,246.11,-0.269624115
22.2,246.12,-0.26963678
22.2,246.14,-0.269648987
22.2,246.16,-0.269661987
22.2,246.18,-0.269675018
22.21,246.19,-0.269686096
22.21,246.21,-0.26969754
22.21,246.22,-0.269708649
22.21,246.24,-0.26971875
22.21,246.26,-0.269729462
22.21,246.27,-0.269740295
22.22,246.29,-0.269750702
22.22,246.31,-0.269761292
22.22,246.32,-0.269772308
22.22,246.34,-0.269783417
22.22,246.36,-0.269794647
22.22,246.38,-0.269806366
22.23,246.39,-0.269818756
22.23,246.41,-0.26983136
22.23,246.43,-0.26984372
22.23,246.44,-0.269856628
22.23,246.46,-0.269869354
22.23,246.47,-0.269881958
22.23,246.49,-0.269894531
22.24,246.51,-0.269907898
22.24,246.53,-0.269919952
22.24,246.54,-0.26993335
22.24,246.56,-0.269947357
22.24,246.58,-0.26996167
22.24,246.59,-0.2699758
22.25,246.61,-0.269988983
22.25,246.63,-0.270001923
22.25,246.64,-0.270014435
22.25,246.66,-0.270027191
22.25,246.68,-0.270038513
22.26,246.69,-0.270050507
22.26,246.71,-0.270062073
22.26,246.73,-0.270073639
22.26,246.74,-0.270085754
22.26,246.76,-0.270097565
22.26,246.78,-0.270110138
22.27,246.79,-0.270123261
22.27,246.81,-0.270135925
22.27,246.83,-0.270148346
22.27,246.84,-0.270160156
22.27,246.86,-0.270173554
22.27,246.88,-0.270187683
22.28,246.89,-0.27020163
22.28,246.91,-0.270216126
22.28,246.93,-0.270231384
22.28,246.94,-0.270246521
22.28,246.96,-0.270260468
22.28,246.98,-0.27027594
22.28,246.99,-0.270289795
22.29,247.01,-0.270303925
22.29,247.02,-0.270317322
22.29,247.04,-0.270330353
22.29,247.06,-0.270344269
22.29,247.07,-0.270357849
22.29,247.09,-0.27037146
22.3,247.11,-0.270384338
22.3,247.13,-0.270397156
22.3,247.14,-0.270411041
22.3,247.16,-0.270424988
22.3,247.18,-0.270439667
22.31,247.19,-0.270454041
22.31,247.21,-0.270468414
22.31,247.23,-0.270483398
22.31,247.24,-0.270499298
22.31,247.26,-0.270515533
22.31,247.28,-0.270530701
22.32,247.29,-0.270545471
22.32,247.31,-0.270558838
22.32,247.33,-0.270571228
22.32,247.34,-0.270583832
22.32,247.36,-0.270597321
22.32,247.38,-0.270610962
22.33,247.39,-0.270625153
22.33,247.41,-0.270639465
22.33,247.43,-0.2706539
22.33,247.44,-0.270669525
22.33,247.46,-0.27068515
22.33,247.48,-0.270700623
22.33,247.49,-0.270715759
22.34,247.51,-0.270730438
22.34,247.53,-0.270744598
22.34,247.54,-0.270757965
22.34,247.56,-0.270771606
22.34,247.58,-0.270785217
22.34,247.59,-0.270799011
22.35,247.61,-0.270813232
22.35,247.63,-0.270827057
22.35,247.64,-0.270841278
22.35,247.66,-0.270855866
22.35,247.68,-0.270869965
22.36,247.69,-0.270886475
22.36,247.71,-0.270902039
22.36,247.73,-0.270917328
22.36,247.74,-0.270933167
22.36,247.76,-0.270948883
22.36,247.78,-0.270965546
22.37,247.79,-0.270981934
22.37,247.81,-0.27099762
22.37,247.83,-0.271012787
22.37,247.84,-0.271027679
22.37,247.86,-0.271042847
22.37,247.88,-0.271058258
22.38,247.89,-0.271073303
22.38,247.91,-0.271087555
22.38,247.93,-0.271102234
22.38,247.94,-0.271116577
22.38,247.96,-0.271131867
22.38,247.98,-0.271147797
22.38,247.99,-0.271164185
22.39,248.01,-0.271179108
22.39,248.03,-0.271195099
22.39,248.04,-0.271211395
22.39,248.06,-0.271226776
22.39,248.08,-0.271241425
22.39,248.09,-0.271255493
22.4,248.11,-0.27127066
22.4,248.13,-0.27128598
22.4,248.14,-0.2713013
22.4,248.16,-0.271315643
22.4,248.18,-0.27132962
22.41,248.19,-0.271343201
22.41,248.21,-0.271358368
22.41,248.23,-0.271373383
22.41,248.24,-0.271388672
22.41,248.26,-0.271404846
22.41,248.28,-0.271421143
22.42,248.29,-0.271438416
22.42,248.31,-0.271455963
22.42,248.33,-0.271472321
22.42,248.34,-0.2714888
22.42,248.36,-0.271504181
22.42,248.38,-0.271518616
22.43,248.39,-0.271531158
22.43,248.41,-0.271544586
22.43,248.43,-0.271557709
22.43,248.44,-0.27156958
22.43,248.46,-0.271581635
22.43,248.48,-0.271594269
22.43,248.49,-0.271606415
22.44,248.51,-0.271617981
22.44,248.53,-0.271630005
22.44,248.54,-0.271642578
22.44,248.56,-0.271655853
22.44,248.58,-0.271669037
22.44,248.59,-0.271681946
22.45,248.61,-0.271695038
22.45,248.63,-0.271708679
22.45,248.64,-0.271722717
22.45,248.66,-0.271736237
22.45,248.68,-0.271749023
22.46,248.69,-0.271762817
22.46,248.71,-0.271776947
22.46,248.72,-0.271790924
22.46,248.74,-0.271805359
22.46,248.76,-0.271819183
22.46,248.78,-0.271832428
22.47,248.79,-0.271846375
22.47,248.81,-0.271860504
22.47,248.82,-0.271874115
22.47,248.84,-0.271887482
22.47,248.86,-0.271900543
22.47,248.87,-0.271912964
22.48,248.89,-0.271924439
22.48,248.91,-0.271937042
22.48,248.93,-0.271950287
22.48,248.94,-0.271964386
22.48,248.96,-0.271978088
22.48,248.97,-0.271991486
22.48,248.99,-0.272004486
22.49,249.01,-0.272017181
22.49,249.02,-0.272029572
22.49,249.04,-0.272042328
22.49,249.06,-0.272054627
22.49,249.07,-0.272066864
22.49,249.09,-0.27207782
22.5,249.11,-0.272089264
22.5,249.12,-0.272101746
22.5,249.14,-0.272114166
22.5,249.16,-0.272127228
22.5,249.17,-0.272140106
22.51,249.19,-0.272153076
22.51,249.21,-0.272165772
22.51,249.22,-0.272178833
22.51,249.24,-0.272191559
22.51,249.26,-0.27220517
22.51,249.28,-0.272220306
22.52,249.29,-0.27223526
22.52,249.31,-0.27225
22.52,249.32,-0.272265808
22.52,249.34,-0.272281006
22.52,249.36,-0.272296082
22.52,249.38,-0.272309845
22.53,249.39,-0.272322662
22.53,249.41,-0.272335053
22.53,249.43,-0.272347199
22.53,249.44,-0.272358917
22.53,249.46,-0.272371399
22.53,249.47,-0.272384766
22.53,249.49,-0.272398224
22.54,249.51,-0.272412628
22.54,249.53,-0.272427795
22.54,249.54,-0.272444397
22.54,249.56,-0.272460968
22.54,249.58,-0.272477234
22.54,249.59,-0.272493927
22.55,249.61,-0.272510651
22.55,249.63,-0.272527161
22.55,249.64,-0.272542542
22.55,249.66,-0.272557709
22.55,249.68,-0.272572418
22.56,249.69,-0.272588104
22.56,249.71,-0.27260437
22.56,249.73,-0.272619659
22.56,249.74,-0.27263446
22.56,249.76,-0.27265033
22.56,249.77,-0.272666626
22.57,249.79,-0.272683319
22.57,249.81,-0.272699616
22.57,249.83,-0.27271582
22.57,249.84,-0.272731415
22.57,249.86,-0.272747101
22.57,249.87,-0.272762787
22.58,249.89,-0.272778717
22.58,249.91,-0.272794617
22.58,249.92,-0.272809601
22.58,249.94,-0.272824005
22.58,249.96,-0.272838959
22.58,249.98,-0.272854614
22.58,249.99,-0.27287085
22.59,250.01,-0.272887054
22.59,250.02,-0.272902771
22.59,250.04,-0.272917542
22.59,250.06,-0.272932617
22.59,250.07,-0.272947754
22.59,250.09,-0.272964508
22.6,250.11,-0.272981171
22.6,250.12,-0.272997131
22.6,250.14,-0.273012726
22.6,250.16,-0.273027832
22.6,250.17,-0.273042877
22.61,250.19,-0.273058838
22.61,250.21,-0.273073547
22.61,250.23,-0.273088959
22.61,250.24,-0.273104736
22.61,250.26,-0.273120606
22.61,250.28,-0.273137848
22.62,250.29,-0.273156158
22.62,250.31,-0.273172913
22.62,250.33,-0.273189026
22.62,250.34,-0.273204468
22.62,250.36,-0.273220886
22.62,250.38,-0.273237305
22.63,250.39,-0.273254822
22.63,250.41,-0.273270935
22.63,250.42,-0.273287476
22.63,250.44,-0.273304565
22.63,250.46,-0.273321991
22.63,250.48,-0.273339752
22.63,250.49,-0.273358368
22.64,250.51,-0.273375519
22.64,250.52,-0.273391693
22.64,250.54,-0.273407379
22.64,250.56,-0.273422607
22.64,250.57,-0.273438751
22.64,250.59,-0.273453369
22.65,250.61,-0.273467255
22.65,250.62,-0.273481781
22.65,250.64,-0.273496491
22.65,250.66,-0.273511627
22.65,250.67,-0.273527679
22.66,250.69,-0.273543243
22.66,250.71,-0.273559998
22.66,250.72,-0.273575928
22.66,250.74,-0.273593781
22.66,250.76,-0.273610474
22.66,250.77,-0.273627136
22.67,250.79,-0.273644531
22.67,250.81,-0.273661591
22.67,250.82,-0.273678711
22.67,250.84,-0.27369574
22.67,250.86,-0.273711762
22.67,250.87,-0.273728516
22.68,250.89,-0.273746033
22.68,250.91,-0.273763367
22.68,250.92,-0.273780975
22.68,250.94,-0.273797546
22.68,250.96,-0.27381311
22.68,250.97,-0.273828308
22.68,250.99,-0.273843018
22.69,251.01,-0.273858368
22.69,251.02,-0.273874786
22.69,251.04,-0.273890808
22.69,251.06,-0.27390799
22.69,251.07,-0.273926086
22.69,251.09,-0.273944031
22.7,251.11,-0.273962769
22.7,251.12,-0.273981354
22.7,251.14,-0.274000061
22.7,251.16,-0.274019043
22.7,251.17,-0.274037933
22.71,251.19,-0.274056
22.71,251.21,-0.274075287
22.71,251.22,-0.274093567
22.71,251.24,-0.274111877
22.71,251.26,-0.274130737
22.71,251.27,-0.274149414
22.72,251.29,-0.274167481
22.72,251.31,-0.274184998
22.72,251.32,-0.274201843
22.72,251.34,-0.274219421
22.72,251.36,-0.274237
22.72,251.37,-0.274254242
22.73,251.39,-0.274271362
22.73,251.41,-0.274288422
22.73,251.42,-0.274306061
22.73,251.44,-0.274325745
22.73,251.46,-0.274351288
22.73,251.47,-0.274379578
22.73,251.49,-0.274404846
22.74,251.51,-0.274425263
22.74,251.52,-0.274447723
22.74,251.54,-0.274468109
22.74,251.56,-0.274488434
22.74,251.57,-0.274508331
22.74,251.59,-0.274526886
22.75,251.61,-0.274545654
22.75,251.62,-0.274565826
22.75,251.64,-0.274586578
22.75,251.66,-0.274607636
22.75,251.67,-0.274627441
22.76,251.69,-0.274646454
22.76,251.71,-0.274665558
22.76,251.72,-0.274685669
22.76,251.74,-0.274705872
22.76,251.76,-0.274726837
22.76,251.77,-0.274746277
22.77,251.79,-0.274766022
22.77,251.81,-0.274786469
22.77,251.83,-0.274807709
22.77,251.84,-0.274828674
22.77,251.86,-0.274849213
22.77,251.88,-0.274876099
22.78,251.89,-0.274898163
22.78,251.91,-0.27492218
22.78,251.92,-0.274944183
22.78,251.94,-0.274966217
22.78,251.96,-0.274988556
22.78,251.97,-0.275010773
22.78,251.99,-0.275033142
22.79,252.01,-0.275055298
22.79,252.02,-0.275078064
22.79,252.04,-0.275100433
22.79,252.06,-0.275122009
22.79,252.08,-0.275143402
22.79,252.09,-0.275164764
22.8,252.11,-0.275186707
22.8,252.13,-0.275208435
22.8,252.14,-0.275230408
22.8,252.16,-0.275253357
22.8,252.18,-0.275276245
